activationfunction,layer,neurons,adamtime,lbfgstime,totaltime,steps,adamtrainloss1,adamtrainloss2,adamtrainloss3,adamtestloss1,adamtestloss2,adamtestloss3,lbfgstrainloss1,lbfgstrainloss2,lbfgstrainloss3,lbfgstestloss1,lbfgstestloss2,lbfgstestloss3,diffpoint,mean
tanh,3,2,2.7266082763671875,0.8849282264709473,3.6115365028381348,5481.0,0.9676010608673096,1.005388259887695,1.2628490924835205,1.0647900104522705,1.005388259887695,1.2628490924835205,0.06050801649689674,0.041497025638818734,0.0712580680847168,0.06231703981757164,0.041497025638818734,0.0712580680847168,0.20138395342478269,0.1621153566868196
tanh,3,5,2.8629021644592285,1.6957194805145264,4.558621644973755,5987.0,0.027294404804706573,0.003528831759467721,0.010284963063895702,0.016596337780356407,0.003528831759467721,0.010284963063895702,8.955890734796412e-06,2.016357029788196e-06,8.241187856583565e-07,7.678527254029177e-06,2.016357029788196e-06,8.241187856583565e-07,0.0003341487372826857,0.0006139751968985936
tanh,3,10,3.275155782699585,2.8211476802825928,6.096303462982178,6599.0,0.019803956151008602,0.0018792827613651752,0.0038292796816676855,0.00819684751331806,0.0018792827613651752,0.0038292796816676855,6.334119007078698e-07,1.482964080423699e-07,1.7053910283948426e-08,6.871591153867486e-07,1.482964080423699e-07,1.7053910283948426e-08,6.351855149752672e-05,0.00012641237588137226
tanh,3,15,3.8217740058898926,1.3512632846832275,5.17303729057312,5620.0,0.012372523546218872,0.0004893646109849216,0.001690544537268579,0.0035973414778709407,0.0004893646109849216,0.001690544537268579,9.17048623705341e-07,2.2991997639110195e-08,3.269935433536375e-08,8.879050596988237e-07,2.2991997639110195e-08,3.269935433536375e-08,0.00017348441729062025,0.00010182193397995402
tanh,3,20,4.056909084320068,1.651864767074585,5.708773851394653,5709.0,0.004077475517988205,0.00011188044300070032,0.0003289577434770763,0.0012132632546126842,0.00011188044300070032,0.0003289577434770763,1.7649622918725075e-07,3.665976677780236e-08,5.358732568794266e-09,1.7871300883598454e-07,3.665976677780236e-08,5.358732568794266e-09,5.351987233645494e-05,7.797753608308254e-05
tanh,3,25,4.523138523101807,2.9634196758270264,7.486558198928833,6194.0,0.004936168435961008,0.0002781834627967328,0.00042369528091512626,0.001330510713160038,0.0002781834627967328,0.00042369528091512626,3.6223937627255514e-07,1.0747288570200909e-07,1.5060903635344403e-08,2.8218266834301176e-07,1.0747288570200909e-07,1.5060903635344403e-08,2.9558805136747912e-05,9.252323847078389e-05
tanh,3,30,4.863090991973877,3.0621893405914307,7.925280332565308,6109.0,0.007332132197916507,0.0004416774609126151,0.0014681504108011723,0.0023624130990356207,0.0004416774609126151,0.0014681504108011723,2.719490339586628e-07,1.715277164748841e-07,1.544120564744844e-08,2.1572547836967717e-07,1.715277164748841e-07,1.544120564744844e-08,4.330787310116713e-05,0.00013712635337665002
tanh,3,35,5.217052936553955,1.4373247623443604,6.654377698898315,5423.0,0.0018631651764735575,7.134380575735122e-05,0.0002662299375515431,0.0006507470970973372,7.134380575735122e-05,0.0002662299375515431,8.069687282841188e-07,1.2521417147581815e-07,2.3682874328301292e-08,7.189488542280742e-07,1.2521417147581815e-07,2.3682874328301292e-08,4.04366528082567e-05,0.00014641049260642847
tanh,3,40,5.338240385055542,2.1394848823547363,7.477725267410278,5608.0,0.0033720703795552254,0.00016094546299427748,0.00032942299731075764,0.0009572136914357544,0.00016094546299427748,0.00032942299731075764,3.133759776119405e-07,1.3055461067779106e-07,2.0247004073326025e-08,2.2469654936685401e-07,1.3055461067779106e-07,2.0247004073326025e-08,1.5250171136182988e-06,0.00010730709825399363
tanh,4,1,2.525566339492798,0.5182366371154785,3.0438029766082764,5181.0,0.38426223397254944,12.10504913330078,35.83975982666016,0.512519121170044,12.10504913330078,35.83975982666016,0.025078484788537025,0.09163349866867064,0.37657862901687617,0.027912545949220657,0.09163349866867064,0.37657862901687617,0.15308273348459714,0.23976022938269925
tanh,4,2,3.4318833351135254,0.9902160167694092,4.422099351882935,5452.0,0.5715747475624084,0.06169726327061653,0.08092274516820908,0.6085585355758666,0.06169726327061653,0.08092274516820908,0.017816130071878433,0.006417064927518368,0.008694971911609171,0.013968384824693201,0.006417064927518368,0.008694971911609171,0.07271659884104245,0.04031219875527926
tanh,4,5,3.709838628768921,2.608581066131592,6.318419694900513,6333.0,0.03459174558520317,0.009117841720581055,0.01876090094447136,0.014461617916822432,0.009117841720581055,0.01876090094447136,2.610740239106235e-06,2.8343021085674996e-07,8.619216629313087e-08,2.2704025468556206e-06,2.8343021085674996e-07,8.619216629313087e-08,6.050381311886732e-05,0.000313835532345838
tanh,4,10,3.8698747158050537,1.7633984088897705,5.633273124694824,5836.0,0.020652424544095997,0.002365556079894304,0.006771479267627001,0.008263289928436278,0.002365556079894304,0.006771479267627001,1.515866415502387e-06,5.094253765491885e-07,1.7393134044141337e-07,9.739529787111678e-07,5.094253765491885e-07,1.7393134044141337e-07,2.51778637457567e-05,0.00022206952454502786
tanh,4,15,4.663045883178711,1.9454395771026611,6.608485460281372,5794.0,0.010386571288108824,0.004002684727311134,0.003986222203820944,0.005649256054311992,0.004002684727311134,0.003986222203820944,7.794337193445245e-07,1.509411795552751e-08,1.2871438137551648e-08,6.880829346300744e-07,1.509411795552751e-08,1.2871438137551648e-08,1.8735858292512342e-05,9.048450775950263e-05
tanh,4,20,4.9471964836120605,1.7604188919067383,6.707615375518799,5633.0,0.006293103564530611,0.0001910976570798084,0.0006191811407916248,0.0018485363107174635,0.0001910976570798084,0.0006191811407916248,5.949164574303722e-07,1.3195064241244836e-07,7.165621696003656e-08,4.506803747972299e-07,1.3195064241244836e-07,7.165621696003656e-08,7.3513711404127324e-06,0.00010269592813311044
tanh,4,25,5.659732818603516,1.2082722187042236,6.868005037307739,5361.0,0.002400216646492481,0.0004991257446818054,0.00044394723954610527,0.0010344029869884253,0.0004991257446818054,0.00044394723954610527,7.917087714304216e-07,1.6341013520104752e-07,1.8919151045793117e-07,7.513532409575419e-07,1.6341013520104752e-07,1.8919151045793117e-07,0.00015384468683712904,0.0001463698451897589
tanh,4,30,6.14153528213501,1.9224486351013184,8.063983917236328,5537.0,0.0024632925633341074,0.00018812878988683224,0.0002472950145602226,0.0010012434795498848,0.00018812878988683224,0.0002472950145602226,2.1165712382753557e-07,1.3878076288165178e-07,3.902469103422845e-08,2.1260001403788922e-07,1.3878076288165178e-07,3.902469103422845e-08,5.759808668606703e-05,0.00012281561145598683
tanh,4,35,6.717039585113525,3.2398059368133545,9.95684552192688,5794.0,0.0013449827674776316,0.00011853892647195607,0.0001310621155425906,0.000503007264342159,0.00011853892647195607,0.0001310621155425906,1.1257963450361785e-07,7.75048363266251e-08,1.0644791714753408e-08,7.898641740666788e-08,7.75048363266251e-08,1.0644791714753408e-08,2.8376909584931775e-05,7.96530302816201e-05
tanh,4,40,6.92001485824585,2.756624221801758,9.676639080047607,5579.0,0.0008992219809442759,0.00042657894664444024,0.0003716806822922081,0.0004130672023165971,0.00042657894664444024,0.0003716806822922081,1.02871020146722e-07,5.571865102638185e-08,1.1522984344480847e-08,8.370422932557631e-08,5.571865102638185e-08,1.1522984344480847e-08,9.541841835908338e-06,7.181969794223742e-05
tanh,5,1,3.3484864234924316,0.47698211669921875,3.8254685401916504,5114.0,0.17649681866168976,11.86213207244873,36.92400741577149,0.1265515089035034,11.86213207244873,36.92400741577149,0.024806426838040352,0.11998233944177628,0.3994894027709961,0.02615321055054665,0.11998233944177628,0.3994894027709961,0.20278633150705808,0.25021230262502103
tanh,5,2,3.9433908462524414,0.8441908359527588,4.7875816822052,5312.0,0.3653163015842438,0.4894757270812988,0.3583049774169922,0.39015182852745056,0.4894757270812988,0.3583049774169922,0.07677552849054337,0.0009114845306612552,0.029624938964843753,0.07750013470649718,0.0009114845306612552,0.029624938964843753,0.5642392584358741,0.1849933159085821
tanh,5,5,4.273447513580322,2.2560160160064697,6.529463529586792,6069.0,0.035644885152578354,0.005202630069106816,0.018321011215448376,0.016464434564113617,0.005202630069106816,0.018321011215448376,1.3472790669766255e-05,2.944229436252499e-06,1.6015937944757752e-06,1.2500056982389651e-05,2.944229436252499e-06,1.6015937944757752e-06,0.0014427849327612596,0.0007626020300189747
tanh,5,10,4.791788101196289,2.257510185241699,7.049298286437988,5903.0,0.016982924193143845,0.0015905165346339345,0.0041635148227214805,0.005352082662284374,0.0015905165346339345,0.0041635148227214805,1.5218992075460847e-06,2.3464468767997457e-07,1.6441285310975218e-07,1.1518824294398655e-06,2.3464468767997457e-07,1.6441285310975218e-07,6.442752233035143e-05,0.00023476492821791826
tanh,5,15,5.771805047988892,4.034160375595093,9.805965423583984,6472.0,0.009150546975433826,0.0005785694229416549,0.0023955171927809715,0.0020800153724849224,0.0005785694229416549,0.0023955171927809715,3.5677990695148765e-07,9.555103730463088e-08,2.3393621262357556e-08,2.950897055598034e-07,9.555103730463088e-08,2.3393621262357556e-08,3.9512780814238146e-05,9.51135555884193e-05
tanh,5,20,6.234293699264526,1.4043173789978027,7.638611078262329,5392.0,0.008970541879534721,0.0001846212398959324,0.0006469732034020126,0.0026977325323969126,0.0001846212398959324,0.0006469732034020126,7.341754439948999e-07,2.618321559566539e-07,1.1178504166764469e-07,6.629949211856001e-07,2.618321559566539e-07,1.1178504166764469e-07,0.00017718460908419664,0.00017425695018979283
tanh,5,25,7.060674428939819,2.151747465133667,9.212421894073486,5533.0,0.0020338259637355804,0.00010605525312712416,0.0002442518016323447,0.0008601737208664417,0.00010605525312712416,0.0002442518016323447,2.1935049687726857e-07,1.4247160606828402e-07,2.6487741777714288e-08,1.857118263615121e-07,1.4247160606828402e-07,2.6487741777714288e-08,2.8634933142729357e-05,9.634979808998831e-05
tanh,5,30,7.6357245445251465,2.3155226707458496,9.951247215270996,5501.0,0.0026073718909174204,3.706176357809454e-05,0.00026812200667336583,0.0007975478656589984,3.706176357809454e-05,0.00026812200667336583,4.296036024697969e-07,4.88099587414581e-08,1.3088237160729932e-08,4.525636541075073e-07,4.88099587414581e-08,1.3088237160729932e-08,4.347178587429945e-05,0.00010947970474934575
tanh,5,35,8.465883016586304,2.7132651805877686,11.179148197174072,5511.0,0.0014266581274569035,0.00018827602616511285,0.0003166268579661846,0.000461255491245538,0.00018827602616511285,0.0003166268579661846,1.4859806185540947e-07,1.2707482710538898e-07,3.7800234053975146e-08,1.2147198447109986e-07,1.2707482710538898e-07,3.7800234053975146e-08,2.8168293328217908e-05,0.0001273368206814647
tanh,5,40,8.227579832077026,4.246941089630127,12.474520921707153,5730.0,0.007443239912390709,0.0005714040598832071,0.0021668069530278444,0.002615252509713173,0.0005714040598832071,0.0021668069530278444,3.199650677743193e-07,7.402853441362822e-08,2.3926723713429965e-08,3.009277520504839e-07,7.402853441362822e-08,2.3926723713429965e-08,3.715839734561022e-05,0.00010449087242626031
tanh,6,1,3.2877771854400635,0.5941464900970459,3.8819236755371094,5163.0,0.18873926997184756,12.06460189819336,35.740238189697266,0.12734439969062805,12.06460189819336,35.740238189697266,0.02673291601240635,0.12123061716556548,0.3889777660369873,0.027364902198314663,0.12123061716556548,0.3889777660369873,0.1758590987647485,0.24209263556438523
tanh,6,2,4.159191846847534,1.7343385219573975,5.893530368804932,5812.0,1.2237697839736938,0.30296099185943604,0.24434037506580353,1.0098336935043335,0.30296099185943604,0.24434037506580353,0.017039326950907707,0.005239391699433328,0.009824207983911037,0.012727167457342148,0.005239391699433328,0.009824207983911037,0.07251710209497922,0.03821454245233365
tanh,6,5,4.474003076553345,2.118574619293213,6.592577695846558,5943.0,0.03345668315887451,0.005566815380007029,0.01833837293088436,0.01798856630921364,0.005566815380007029,0.01833837293088436,1.410785989719443e-05,2.921395662269788e-06,3.121928330074297e-06,9.258967111236416e-06,2.921395662269788e-06,3.121928330074297e-06,2.1214154868193225e-05,0.0007445279643412217
tanh,6,10,5.069054365158081,1.756870985031128,6.825925350189209,5654.0,0.016365230083465576,0.0012194964801892638,0.007047290448099375,0.006210999563336372,0.0012194964801892638,0.007047290448099375,4.471267402550438e-06,3.9866517909104005e-07,5.716901796404272e-07,3.37442861564341e-06,3.9866517909104005e-07,5.716901796404272e-07,0.000467141600937776,0.00036702169369903965
tanh,6,15,6.33843207359314,1.7444074153900146,8.082839488983154,5533.0,0.01563897728919983,0.0009508690563961864,0.002878282917663455,0.007215391844511032,0.0009508690563961864,0.002878282917663455,1.4984573226684004e-06,9.439713721803857e-07,4.0322085226307536e-08,1.1992962072326918e-06,9.439713721803857e-07,4.0322085226307536e-08,0.0002095648323584276,0.0002587290539841724
tanh,6,20,6.826171159744263,1.9683308601379395,8.794502019882202,5534.0,0.008149554952979088,0.00045114953536540264,0.0007572538452222942,0.0025464035570621486,0.00045114953536540264,0.0007572538452222942,4.882855364485296e-07,1.52164645328412e-07,2.384404496069692e-08,3.748013455151522e-07,1.52164645328412e-07,2.384404496069692e-08,6.0488911957673475e-05,0.00013503092506566801
tanh,6,25,7.802339315414429,3.3359458446502686,11.138285160064697,5804.0,0.00536703085526824,0.00041640523704700167,0.000983959995210171,0.0012870990904048083,0.00041640523704700167,0.000983959995210171,3.197000921772997e-07,1.559895537184275e-07,2.4105805351837262e-08,3.0079635848778713e-07,1.559895537184275e-07,2.4105805351837262e-08,0.00011029329648501451,0.000127252157409292
tanh,6,30,8.480908393859863,2.1239731311798096,10.604881525039673,5392.0,0.000956753734499216,0.00024222895444836468,0.0002953910152427852,0.00045819010119885206,0.00024222895444836468,0.0002953910152427852,2.53290210139312e-07,7.323485107235683e-08,6.435719512865035e-08,2.0212019080645405e-07,7.323485107235683e-08,6.435719512865035e-08,7.311019548886244e-05,0.00014958742649458465
tanh,6,35,9.566161870956421,5.141164779663086,14.707326650619507,5843.0,0.0041579557582736015,0.0003760576655622572,0.00039952516090124846,0.0011563203297555447,0.0003760576655622572,0.00039952516090124846,2.2199000682121553e-07,1.50901826145855e-07,4.6677946841100486e-08,2.229120070751378e-07,1.50901826145855e-07,4.6677946841100486e-08,4.909422746188219e-05,0.00011800831225016794
tanh,6,40,9.867719173431396,5.33719801902771,15.204917192459106,5739.0,0.001049838727340102,0.00011114920198451728,7.041283970465884e-05,0.0004330123483669013,0.00011114920198451728,7.041283970465884e-05,2.12871867688591e-07,8.278904317648994e-08,2.0206192274940804e-08,1.8324465145269642e-07,8.278904317648994e-08,2.0206192274940804e-08,4.1181710867949084e-05,8.741217452120789e-05
tanh,10,100,101.40951704978943,27.74930453300476,129.1588215827942,5414.0,0.014005623757839201,0.03113182261586189,0.18361054360866544,0.0060477107763290405,0.03113182261586189,0.18361054360866544,2.455161336456513e-07,1.1186346426939053e-07,2.2561726709113827e-08,2.147669704299915e-07,1.1186346426939053e-07,2.2561726709113827e-08,3.219631066805895e-05,0.00011388304031955865
sigmoid,1,1,1.7573890686035156,0.20203709602355957,1.9594261646270752,5060.0,0.08442837744951248,11.002726554870604,50.8858757019043,0.044007819145917886,11.002726554870604,50.8858757019043,0.018061310052871704,0.103210411965847,0.5141832232475281,0.014539625495672224,0.103210411965847,0.5141832232475281,0.41961998257288446,0.3634285811796764
sigmoid,1,2,2.0207319259643555,0.3731081485748291,2.3938400745391846,5221.0,0.430061399936676,4.302337646484375,5.589624881744385,0.4687833786010742,4.302337646484375,5.589624881744385,0.06064615398645401,0.07720629870891571,0.0969092547893524,0.06271813809871674,0.07720629870891571,0.0969092547893524,0.06489044937738889,0.1528934368247591
sigmoid,1,5,2.0564651489257812,0.4380989074707031,2.4945640563964844,5269.0,0.15678957104682922,0.07198196649551392,0.08663452416658401,0.13712681829929352,0.07198196649551392,0.08663452416658401,0.007277491036802529,0.0022446648217737675,0.0038269474171102047,0.0051348251290619365,0.0022446648217737675,0.0038269474171102047,0.06311309847483151,0.02764126771331608
sigmoid,1,10,2.128481864929199,1.2652859687805176,3.393767833709717,5893.0,0.35285142064094543,7.559539318084717,50.14898681640625,0.23389482498168945,7.559539318084717,50.14898681640625,0.0004107697168365121,3.198634658474475e-05,2.3610004063812084e-05,0.0003996854065917432,3.198634658474475e-05,2.3610004063812084e-05,0.007882004114479951,0.0032473414001259354
sigmoid,1,15,2.307778835296631,3.0126800537109375,5.320458889007568,7105.0,0.35499760508537287,1.1813451051712036,4.11130952835083,0.3897477984428406,1.1813451051712036,4.11130952835083,4.873596481047571e-05,3.854132955893873e-06,2.689645043574273e-06,4.269590135663748e-05,3.854132955893873e-06,2.689645043574273e-06,0.0007489970649194044,0.0009437633186599236
sigmoid,1,20,2.4035415649414062,4.216952800750732,6.620494365692139,7918.0,0.08270715177059172,0.018493903800845143,0.06982136517763138,0.04564163833856583,0.018493903800845143,0.06982136517763138,7.981985618243925e-06,1.1783230036144233e-07,1.6147851056302898e-07,8.91604031494353e-06,1.1783230036144233e-07,1.6147851056302898e-07,0.00033677134165280287,0.00029019873859524695
sigmoid,1,25,2.519569158554077,2.350501775741577,4.870070934295654,6516.0,0.14487425982952115,0.042699337005615234,0.09017737209796904,0.09390719980001448,0.042699337005615234,0.09017737209796904,3.52992628904758e-06,1.9548285479231708e-07,5.8987392748122154e-08,4.044751221954357e-06,1.9548285479231708e-07,5.8987392748122154e-08,8.528562874726697e-06,0.00021963587863609892
sigmoid,1,30,2.5425667762756348,3.5117850303649902,6.054351806640625,7405.0,0.22614163160324097,0.10881610214710236,0.13279102742671967,0.14449371397495267,0.10881610214710236,0.13279102742671967,7.4645013228291646e-06,4.01791339754709e-07,1.9481183244352001e-07,7.149171324272174e-06,4.01791339754709e-07,1.9481183244352001e-07,2.1333364157744006e-05,0.0002501629880041426
sigmoid,1,35,2.6395883560180664,4.495516300201416,7.135104656219482,8051.0,0.11626635491847992,0.08286542445421219,0.08815374225378035,0.07226190716028212,0.08286542445421219,0.08815374225378035,1.915375833050348e-05,7.517780886701075e-07,2.126904234955873e-07,1.981019704544451e-05,7.517780886701075e-07,2.126904234955873e-07,0.0002516457115698534,0.0005462694436993072
sigmoid,1,40,2.864647150039673,4.927853584289551,7.792500734329224,8047.0,0.16871030628681183,0.2651100158691406,0.1500461846590042,0.10863749682903288,0.2651100158691406,0.1500461846590042,8.577300832257606e-06,4.410584608649515e-07,2.3038394658669858e-07,1.153470657300204e-05,4.410584608649515e-07,2.3038394658669858e-07,0.0005528232778024,0.0003076333425918803
sigmoid,2,1,2.234332799911499,0.35849928855895996,2.592832088470459,5164.0,0.1363854706287384,14.163580894470215,38.98728942871094,0.15456843376159668,14.163580894470215,38.98728942871094,0.02561877481639385,0.10550805181264876,0.3990756273269653,0.02685414627194405,0.10550805181264876,0.3990756273269653,0.18913925203928464,0.2506839572978632
sigmoid,2,2,2.613605499267578,0.6511478424072266,3.2647533416748047,5351.0,0.09471299499273299,8.113800048828125,22.175262451171875,0.08333845436573027,8.113800048828125,22.175262451171875,0.04709256067872048,0.0526229739189148,0.05398726463317871,0.04167477414011955,0.0526229739189148,0.05398726463317871,0.30237536642202845,0.2140391284260259
sigmoid,2,5,2.7226078510284424,1.614365816116333,4.336973667144775,5967.0,0.20663556456565857,0.09911770373582841,0.09166904538869856,0.18388262391090396,0.09911770373582841,0.09166904538869856,5.7233966799685725e-05,5.215681085246615e-06,1.177565309262718e-06,5.730260818381794e-05,5.215681085246615e-06,1.177565309262718e-06,0.002303963037819795,0.0014063940482022304
sigmoid,2,10,2.9246528148651123,2.309523105621338,5.23417592048645,6321.0,0.055607642978429794,0.021595671772956848,0.03604405745863914,0.023293267935514447,0.021595671772956848,0.03604405745863914,3.248536813771352e-06,6.632311624343856e-07,3.021415579951281e-07,2.8348576961434446e-06,6.632311624343856e-07,3.021415579951281e-07,5.102667459958021e-05,0.0002932813490475893
